"penalty_id","taken_by_id","served_by_id","team_id","game_id","description","period","time","length","is_powerplay","is_bench"
"104","103","103","2","6","Hooking","2","00:15:52","2","1","0"
"105","156","156","3","6","Slashing","3","00:01:58","2","1","0"
"106","158","158","3","6","Hooking","3","00:06:09","2","1","0"
"107","159","159","3","6","Roughing","3","00:11:20","2","1","0"
"108","30","30","3","6","Holding","3","00:12:50","2","1","0"
"109","150","150","4","9","Interference","1","00:13:06","2","1","0"
"110","149","149","4","9","Boarding","1","00:14:48","2","1","0"
"111","81","81","3","9","Hooking","2","00:05:05","2","1","0"
"112","24","24","2","8","Slashing","1","00:04:39","2","1","0"
"113","86","86","4","9","Delay of Game","2","00:09:06","2","1","0"
"114","25","25","2","8","Cross Checking","1","00:09:09","2","1","0"
"115","163","163","3","9","Interference","2","00:14:55","2","1","0"
"116","84","84","3","9","Slashing","2","00:19:17","2","1","0"
"117","98","98","3","9","Tripping","3","00:10:35","2","1","0"
"118","42","42","4","9","Tripping","3","00:11:31","2","1","0"
"119","21","21","2","8","Roughing","2","00:14:59","2","0","0"
"120","75","75","6","8","Roughing","2","00:14:59","2","0","0"
"121","65","65","6","8","Hooking","2","00:16:37","2","1","0"
"122","76","76","6","8","Roughing","3","00:13:46","2","1","0"
"123","65","65","6","10","Holding Opp. Stick","1","00:08:29","2","1","0"
"124","76","76","6","10","Roughing","1","00:08:47","2","1","0"
"125","53","53","5","10","Tripping","1","00:12:59","2","1","0"
"126","49","49","5","10","Slashing","2","00:08:42","2","1","0"
"127","82","82","3","11","Holding","1","00:07:29","2","1","0"
"128","82","82","3","11","Hooking","1","00:10:49","2","1","0"
"129","2","2","1","11","Roughing","2","00:03:20","2","1","0"
"130","110","110","1","11","Slashing","2","00:10:35","2","1","0"
"131","163","163","3","11","Hooking","3","00:12:56","2","1","0"
"132","12","12","1","11","Hooking","3","00:16:38","2","1","0"
"133","44","44","4","12","Hooking","1","00:03:57","2","1","0"
"134","42","42","4","12","Cross Checking","1","00:04:06","2","1","0"
"135","117","117","2","12","Tripping","2","00:13:28","2","1","0"
"136","38","38","4","12","Interference","3","00:08:01","2","1","0"
"137","91","91","2","12","Tripping","3","00:10:36","2","1","0"
"138","38","38","4","12","Holding","4","00:03:20","2","0","0"
"139","46","46","4","13","Tripping","1","00:04:42","2","1","0"
"140","31","31","3","13","Cross Checking","2","00:06:11","2","0","0"
"141","42","42","4","13","Roughing","2","00:06:11","2","0","0"
"142","161","161","3","13","Inter. on Goaltender","2","00:07:19","2","1","0"
"143","84","84","3","13","Roughing","2","00:15:56","2","1","0"
"144","150","150","4","13","Holding","3","00:03:06","2","1","0"
"145","42","42","4","13","Roughing","3","00:04:43","2","1","0"
"146","163","163","3","13","Elbowing","3","00:17:37","2","1","0"
"147","86","86","4","13","Inter. on Goaltender","3","00:18:55","2","1","0"
"148","12","12","1","14","Hooking","1","00:03:05","2","1","0"
"149","1","1","1","14","Tripping","1","00:06:26","2","1","0"
"150","116","116","2","15","Hooking","1","00:10:06","2","1","0"
"151","142","142","5","15","Slashing","1","00:12:18","2","1","0"
"152","117","117","2","15","Hooking","1","00:17:29","2","1","0"
"153","13","13","1","14","Elbowing","2","00:01:03","2","1","0"
"154","67","67","6","14","Roughing","2","00:02:59","2","1","0"
"155","53","53","5","15","Boarding","2","00:01:41","2","1","0"
"156","7","7","1","14","Interference","2","00:06:31","2","1","0"
"157","78","78","2","15","Tripping","2","00:10:32","2","1","0"
"158","24","24","2","15","Interference","2","00:16:30","2","1","0"
"159","14","14","1","14","Hooking","3","00:02:52","2","1","0"
"160","20","20","2","15","Holding","3","00:09:40","2","1","0"
"161","69","69","6","14","Roughing","3","00:12:48","2","1","0"
"162","62","62","5","15","Inter. on Goaltender","3","00:16:33","2","1","0"
"163","46","46","4","16","Interference","1","00:11:54","2","1","0"
"164","35","35","4","16","Tripping","2","00:08:50","2","1","0"
"165","74","74","6","17","Interference","1","00:05:54","2","1","0"
"166","99","99","3","17","Delay of Game","1","00:13:30","2","1","0"
"167","31","31","3","17","Slashing","1","00:15:19","2","0","0"
"168","73","73","6","17","Holding","1","00:15:19","2","0","0"
"169","75","75","6","17","Cross Checking","2","00:16:57","2","1","0"
"170","72","72","6","17","Roughing","3","00:12:38","2","1","0"
"171","76","76","6","17","Slashing","4","00:01:21","2","1","0"
"172","76","76","6","18","Tripping","1","00:06:32","2","1","0"
"173","57","57","5","18","Tripping","2","00:10:18","2","1","0"
"174","137","137","5","18","Boarding","2","00:16:44","2","1","0"
"175","62","62","5","18","Hooking","3","00:05:55","2","1","0"
"176","128","128","6","18","Tripping","3","00:11:06","2","1","0"
"177","53","53","5","18","Slashing","3","00:17:44","2","1","0"
"178","88","88","5","19","Roughing","1","00:08:24","2","1","0"
"179","111","111","1","19","Roughing","3","00:02:28","2","1","0"
"180","82","82","3","20","Hooking","2","00:02:07","2","1","0"
"181","57","57","5","19","Roughing","3","00:07:20","2","0","0"
"182","10","10","1","19","Roughing","3","00:07:20","2","0","0"
"183","80","80","3","20","Tripping","2","00:08:59","2","1","0"
"184","118","118","2","20","Holding","2","00:13:44","2","1","0"
"185","81","81","3","20","Hooking","3","00:03:25","2","1","0"
"186","21","21","2","20","Tripping","3","00:03:54","2","1","0"
"187","161","161","3","20","Tripping","3","00:11:24","2","1","0"
"188","83","83","3","20","Body Checking","3","00:14:20","2","1","0"
"189","66","66","6","21","Interference","1","00:02:01","2","1","0"
"190","35","35","4","21","Tripping","1","00:12:34","2","1","0"
"191","73","73","6","21","Boarding","1","00:15:31","2","1","0"
"192","75","75","6","21","Hooking","2","00:14:10","2","1","0"
"193","39","39","4","21","Tripping","2","00:16:44","2","1","0"
"194","72","72","6","21","Hooking","2","00:17:37","2","1","0"
"195","42","42","4","21","Body Checking","3","00:11:14","2","1","0"
"196","51","51","5","22","Boarding","1","00:16:39","2","1","0"
"197","157","157","3","22","Tripping","1","00:17:16","2","1","0"
"198","157","157","3","22","Boarding","1","00:19:37","2","1","0"
"199","114","114","2","23","Hooking","1","00:09:26","2","1","0"
"200","60","60","5","22","Tripping","2","00:00:29","2","0","0"
"201","7","7","1","23","Hooking","2","00:02:10","2","1","0"
"202","118","118","2","23","Hooking","2","00:09:05","2","1","0"
"203","84","84","3","22","Hooking","3","00:05:35","2","1","0"
"204","81","81","3","22","Tripping","3","00:06:54","2","1","0"
"205","57","57","5","22","Holding","3","00:10:49","2","1","0"
"207","7","7","1","23","Interference","3","00:10:51","2","1","0"
"208","79","79","2","24","Hooking","1","00:17:15","2","1","0"
"209","104","104","2","24","Boarding","2","00:07:23","2","1","0"
"210","24","24","2","24","Interference","2","00:17:09","2","1","0"
"211","35","35","4","24","Roughing","2","00:19:11","2","0","0"
"212","79","79","2","24","Roughing","2","00:19:11","2","0","0"
"213","23","23","2","24","Tripping","2","00:19:33","2","1","0"
"214","97","97","2","24","Hooking","3","00:08:10","2","1","0"
"215","35","35","4","24","Roughing","3","00:13:52","2","0","0"
"216","104","104","2","24","Inter. on Goaltender","3","00:13:52","2","0","0"
"217","68","68","6","25","Delay of Game","1","00:14:20","2","1","0"
"218","79","79","2","25","Tripping","1","00:18:06","2","1","0"
"219","74","74","6","25","Body Checking","2","00:01:20","2","1","0"
"220","103","103","2","25","2-Minute-Hit to the ","2","00:18:39","2","1","0"
"221","104","104","2","25","Hooking","3","00:03:54","2","1","0"
"222","67","67","6","25","Interference","3","00:16:02","2","1","0"
"223","87","87","4","26","Body Checking","1","00:17:31","2","1","0"
"224","55","55","5","26","Slashing","2","00:12:47","2","1","0"
"225","38","38","4","26","Holding","2","00:16:23","2","1","0"
"226","38","38","4","26","Interference","2","00:18:39","2","1","0"
"227","44","44","4","26","Boarding","3","00:07:31","2","1","0"
"228","49","49","5","26","Boarding","3","00:16:06","2","1","0"
"229","1","1","1","27","Hooking","1","00:09:27","2","1","0"
"230","27","27","3","27","Slashing","2","00:05:39","2","1","0"
"231","5","5","1","27","Roughing","2","00:11:53","2","1","0"
"232","162","162","3","27","Tripping","2","00:14:24","2","1","0"
"233","65","65","6","29","Tripping","1","00:00:48","2","1","0"
"234","16","16","1","29","High Sticking","1","00:05:21","2","1","0"
"235","125","125","6","29","Hooking","1","00:16:06","2","1","0"
"236","15","15","1","29","Body Checking","2","00:04:42","2","1","0"
"237","65","65","6","29","Interference","2","00:06:24","2","1","0"
"238","12","12","1","29","Interference","2","00:10:17","2","1","0"
"239","74","74","6","29","Boarding","2","00:14:54","2","1","0"
"240","52","52","5","28","Cross Checking","2","00:01:58","2","1","0"
"241","16","16","1","29","Tripping","3","00:07:49","2","1","0"
"242","69","69","6","29","Hooking","3","00:13:56","2","1","0"
"243","102","102","2","28","Hooking","3","00:08:50","2","1","0"
"244","84","84","3","30","Slashing","1","00:03:48","2","1","0"
"245","73","73","6","30","Tripping","1","00:06:30","2","1","0"
"246","67","67","6","30","Hooking","1","00:07:30","2","1","0"
"247","89","89","6","30","Interference","1","00:13:16","2","1","0"
"248","126","126","6","30","Elbowing","2","00:18:24","2","1","0"
"249","161","161","3","30","Tripping","2","00:18:37","2","1","0"
"250","158","158","3","30","Hooking","3","00:02:44","2","1","0"
"251","66","66","6","30","Hooking","3","00:06:14","2","1","0"
"252","67","67","6","30","Cross Checking","3","00:08:44","2","1","0"
"253","88","88","5","31","Boarding","1","00:07:35","2","1","0"
"254","79","79","2","31","Interference","2","00:01:09","2","1","0"
"255","88","88","5","31","Tripping","3","00:03:45","2","1","0"
"256","45","45","4","32","Hooking","1","00:08:31","2","1","0"
"257","7","7","1","32","Holding","2","00:00:24","2","1","0"
"258","35","35","4","32","Tripping","2","00:06:46","2","1","0"
"259","8","8","1","32","Roughing","2","00:12:13","2","0","0"
"260","42","42","4","32","Roughing","2","00:12:13","2","0","0"
"261","9","9","1","32","High Sticking","3","00:12:23","2","1","0"
"262","118","118","2","33","Tripping","1","00:01:56","2","1","0"
"263","99","99","3","33","Holding Opp. Stick","2","00:06:06","2","1","0"
"264","11","11","2","33","Hooking","2","00:11:48","2","1","0"
"265","159","159","3","33","Delay of Game","3","00:07:11","2","1","0"
"266","84","84","3","33","Hooking","3","00:09:10","2","1","0"
"271","98","98","3","35","Cross Checking","1","00:01:32","2","1","0"
"272","57","57","5","34","Ob-Interference","1","00:03:48","2","1","0"
"273","36","36","4","35","Ob-Tripping","1","00:05:05","2","1","0"
"274","109","109","1","34","Hooking","1","00:09:47","2","1","0"
"275","10","10","1","34","Boarding","1","00:12:47","2","1","0"
"276","86","86","4","35","Boarding","1","00:17:25","2","1","0"
"277","35","35","4","35","Kneeing","2","00:01:11","2","1","0"
"278","110","110","1","34","Elbowing","2","00:04:36","2","1","0"
"279","158","158","3","35","2-Minute-Hit to the ","2","00:07:40","2","1","0"
"280","47","47","4","35","Roughing","2","00:15:12","2","1","0"
"281","7","7","1","34","Roughing","2","00:17:39","2","1","0"
"282","60","60","5","34","Slashing","2","00:18:37","2","1","0"
"283","150","150","4","35","Interference","3","00:05:32","2","1","0"
"284","56","56","5","34","Cross Checking","3","00:09:23","2","1","0"
"285","81","81","3","35","Holding","3","00:15:42","2","1","0"
"286","10","10","1","34","Roughing","3","00:18:08","2","0","0"
"287","141","141","5","34","Unsportsmanlike Cnd.","3","00:18:08","2","0","0"
"288","42","42","4","36","Roughing","1","00:03:51","2","1","0"
"289","69","69","6","36","Body Checking","1","00:17:08","2","1","0"
"290","73","73","6","36","Delay of Game - Face","2","00:03:57","2","1","0"
"291","44","44","4","36","Interference","2","00:04:57","2","1","0"
"292","45","45","4","36","Slashing","2","00:10:30","2","1","0"
"293","75","75","6","36","Hooking","2","00:19:12","2","1","0"
"294","73","73","6","36","Body Checking","3","00:15:35","2","1","0"
"295","75","75","6","36","Hooking","4","00:03:18","2","1","0"
"296","136","136","5","37","Inter. on Goaltender","1","00:07:51","2","1","0"
"297","62","62","5","37","Tripping","2","00:06:28","2","1","0"
"298","156","156","3","37","High Sticking","2","00:13:45","2","1","0"
"300","163","163","3","37","Tripping","3","00:11:58","2","1","0"
"301","99","99","3","37","Hooking","3","00:12:02","2","1","0"
"302","99","99","3","37","Slashing","3","00:18:23","2","1","0"
"303","167","167","1","38","Cross Checking","1","00:07:31","2","1","0"
"304","22","115","2","38","Tripping","1","00:15:48","2","1","0"
"305","78","78","1","38","Interference","2","00:11:38","2","1","0"
"306","20","20","2","38","Roughing","3","00:00:44","2","0","0"
"307","2","2","1","38","Cross Checking","3","00:00:44","2","0","0"
"308","15","15","1","38","Cross Checking","3","00:03:35","2","1","0"
"309","2","2","1","38","Delay of Game","3","00:06:57","2","1","0"
"310","24","24","2","40","Hooking","2","00:00:42","2","1","0"
"311","105","105","2","40","Hooking","2","00:11:41","2","1","0"
"312","72","72","6","40","Hooking","2","00:17:36","2","1","0"
"313","57","57","5","39","Boarding","1","00:19:17","2","1","0"
"314","88","88","5","39","2-Minute-Hit to the ","2","00:02:14","2","1","0"
"315","60","60","5","39","Tripping","2","00:09:08","2","1","0"
"316","42","42","4","39","Game Misconduct","2","00:12:53","10","0","0"
"317","42","152","4","39","Major-Check/behind","2","00:12:43","5","1","0"
"318","60","60","5","39","Interference","3","00:08:30","2","1","0"
"319","137","137","5","41","Interference","1","00:11:37","2","1","0"
"320","163","163","3","42","Tripping","1","00:19:28","2","1","0"
"321","117","117","1","42","Interference","2","00:06:50","2","1","0"
"322","60","60","5","41","Holding","3","00:01:03","2","1","0"
"323","16","16","1","42","Roughing","3","00:04:34","2","1","0"
"324","78","78","1","42","Holding","3","00:15:38","2","1","0"
"325","5","5","1","42","2-Minute-Hit to the ","3","00:18:13","2","1","0"
"326","148","148","4","43","Holding","2","00:03:07","2","1","0"
"327","103","103","2","43","Tripping","2","00:05:17","2","1","0"
"328","79","79","2","43","Roughing","2","00:19:13","2","1","0"
"329","35","36","4","43","Cross Checking","3","00:09:43","2","1","0"
"330","105","105","2","44","Hooking","1","00:12:07","2","1","0"
"331","21","21","2","44","Slashing","1","00:18:06","2","1","0"
"332","114","114","2","44","2-Minute-Hit to the ","2","00:00:21","2","1","0"
"333","79","79","2","44","Tripping","2","00:02:12","2","1","0"
"334","53","53","5","44","Hooking","3","00:04:24","2","1","0"
"335","62","62","5","44","Boarding","3","00:19:26","2","1","0"
"336","161","161","3","46","Boarding","1","00:01:09","2","1","0"
"338","38","38","4","46","Interference","1","00:06:30","2","1","0"
"339","161","161","3","46","Body Checking","1","00:16:12","2","1","0"
"340","38","38","4","46","Cross Checking","1","00:17:36","2","1","0"
"341","36","36","4","46","Tripping","2","00:01:10","2","1","0"
"342","47","47","4","46","Holding","2","00:04:15","2","1","0"
"343","47","47","4","46","Holding","2","00:08:16","2","1","0"
"344","76","76","6","45","2-Minute-Hit to the ","2","00:14:04","2","1","0"
"345","81","81","3","46","Holding","2","00:13:01","2","1","0"
"346","44","44","4","46","Slashing","2","00:14:40","2","1","0"
"347","163","163","3","46","Hooking","2","00:19:10","2","1","0"
"348","30","30","3","46","Slashing","3","00:07:12","2","1","0"
"349","74","74","6","45","Roughing","3","00:17:03","2","0","0"
"350","16","16","1","45","Roughing","3","00:17:03","2","0","0"
"351","10","10","1","45","Hooking","3","00:17:03","2","1","0"
"352","12","12","1","45","Interference","3","00:17:57","2","1","0"
"353","89","89","6","45","Boarding","3","00:19:47","2","1","0"
"354","31","31","3","47","Tripping","1","00:17:44","2","1","0"
"355","72","72","6","47","Roughing","2","00:08:06","2","0","0"
"356","101","101","6","47","Roughing","2","00:08:06","2","0","0"
"357","69","69","6","47","Roughing","2","00:08:06","2","0","0"
"358","161","161","3","47","Hooking","2","00:09:56","2","1","0"
"359","157","157","3","47","Roughing","2","00:08:06","2","0","0"
"360","158","158","3","47","Roughing","2","00:08:06","2","0","0"
"361","81","81","3","47","Roughing","2","00:08:06","2","0","0"
"362","75","75","6","47","Tripping","2","00:18:17","2","1","0"
"363","71","71","6","47","Tripping","3","00:18:43","2","1","0"
"364","110","110","1","48","Boarding","1","00:06:52","2","1","0"
"365","148","148","4","48","Tripping","1","00:09:23","2","1","0"
"367","87","87","4","48","Tripping","2","00:06:27","2","1","0"
"368","13","13","1","48","Body Checking","2","00:10:03","2","1","0"
"369","13","13","1","48","Roughing","2","00:12:17","2","0","0"
"370","35","35","4","48","Roughing","2","00:12:17","2","0","0"
"371","2","2","1","48","Tripping","2","00:12:46","2","1","0"
"372","81","81","3","49","Interference","1","00:18:16","2","1","0"
"373","99","99","3","49","Hooking","2","00:04:16","2","1","0"
"374","88","88","5","49","Hooking","2","00:05:27","2","1","0"
"375","158","158","3","49","Interference","2","00:08:50","2","1","0"
"376","28","157","3","49","Delay of Game","2","00:10:06","2","1","0"
"377","60","60","5","49","Hooking","2","00:13:59","2","1","0"
"378","63","63","5","49","Slashing","2","00:17:10","2","1","0"
"379","56","56","5","49","Holding","3","00:02:53","2","1","0"
"380","57","57","5","49","Tripping","3","00:10:09","2","1","0"
"381","30","30","3","49","Cross Checking","3","00:13:02","2","1","0"
"382","11","11","2","50","Tripping","1","00:09:39","2","1","0"
"383","78","78","1","50","Holding","2","00:19:25","2","1","0"
"384","5","5","1","50","Kneeing","3","00:13:56","2","1","0"
"385","39","39","4","51","Slashing","1","00:16:27","2","1","0"
"386","24","24","2","51","Holding","1","00:16:56","2","1","0"
"387","20","20","2","51","Delay of Game","2","00:05:23","2","1","0"
"388","37","37","4","51","High Sticking","2","00:14:20","2","1","0"
"389","116","116","2","51","Tripping","2","00:17:53","2","1","0"
"390","33","33","4","51","Roughing","3","00:03:38","2","1","0"
"391","7","7","1","65","Slashing","1","00:13:51","2","1","0"
"392","57","57","5","65","Tripping","1","00:19:17","2","1","0"
"393","50","50","5","65","Interference","2","00:17:31","2","1","0"
"394","7","7","1","65","High Sticking","2","00:19:35","2","1","0"
"395","63","63","5","65","Delay of Game","4","00:04:49","2","1","0"
"396","81","81","3","66","High Sticking","1","00:18:47","2","1","0"
"397","126","126","6","66","Tripping","2","00:03:57","2","1","0"
"398","76","76","6","66","Boarding","3","00:17:40","2","1","0"
"399","47","47","4","53","Interference","1","00:03:45","2","1","0"
"400","57","57","5","53","Hooking","1","00:05:45","2","1","0"
"401","87","87","4","53","Boarding","1","00:07:23","2","1","0"
"402","71","71","6","52","Interference","1","00:09:27","2","1","0"
"403","75","75","6","52","Tripping","1","00:10:06","2","1","0"
"404","73","73","6","52","Slashing","1","00:16:26","2","1","0"
"405","88","88","5","53","Tripping","2","00:00:54","2","1","0"
"406","86","86","4","53","Tripping","2","00:02:33","2","1","0"
"407","9","9","1","52","High Sticking","2","00:17:39","2","1","0"
"408","7","7","1","52","Interference","2","00:18:04","2","1","0"
"409","61","61","5","53","Roughing","2","00:19:38","2","1","0"
"410","49","49","1","52","Tripping","3","00:01:28","2","1","0"
"411","18","18","1","52","2-Minute-Hit to the ","3","00:06:33","2","1","0"
"412","149","149","4","53","Roughing","3","00:07:18","2","0","0"
"413","161","107","5","53","Major-Boarding","3","00:07:18","5","1","0"
"414","60","60","5","53","Interference","3","00:09:15","2","1","0"
"415","161","161","5","53","Game Misconduct","3","00:07:18","10","0","0"
"416","141","141","5","54","Hooking","1","00:05:30","2","1","0"
"417","133","133","6","54","Interference","1","00:07:16","2","1","0"
"418","63","63","5","54","Inter. on Goaltender","1","00:09:56","2","1","0"
"419","142","142","5","54","Hooking","1","00:15:15","2","1","0"
"420","76","76","6","54","Roughing","1","00:15:38","2","1","0"
"421","73","73","6","54","Body Checking","2","00:11:22","2","1","0"
"422","57","57","5","54","Tripping","2","00:17:42","2","1","0"
"423","67","67","6","54","Roughing","2","00:19:14","2","1","0"
"424","30","30","3","55","Tripping","1","00:08:11","2","1","0"
"425","91","91","2","55","Kneeing","1","00:14:34","2","1","0"
"426","162","162","3","55","Tripping","1","00:16:02","2","1","0"
"427","92","92","2","55","Hooking","2","00:02:26","2","1","0"
"428","109","109","1","56","Hooking","1","00:07:18","2","1","0"
"429","12","12","1","56","Hooking","2","00:00:37","2","1","0"
"430","110","110","1","56","Slashing","2","00:04:25","2","1","0"
"431","15","15","1","56","Cross Checking","2","00:11:50","2","1","0"
"433","109","109","1","56","Cross Checking","3","00:05:17","2","1","0"
"434","42","42","4","56","Cross Checking","3","00:14:45","2","1","0"
"435","105","105","2","58","Delay of Game","1","00:06:23","2","1","0"
"436","74","74","6","57","Tripping","1","00:11:32","2","1","0"
"437","115","115","2","58","Slashing","1","00:16:19","2","1","0"
"438","138","138","3","58","Hooking","2","00:01:36","2","1","0"
"439","67","67","6","57","Interference","2","00:05:08","2","1","0"
"440","138","138","3","58","Tripping","2","00:04:01","2","1","0"
"441","118","118","2","58","Interference","2","00:05:16","2","1","0"
"442","110","110","1","57","Boarding","3","00:17:15","2","1","0"
"443","79","79","2","58","Holding","3","00:18:19","2","1","0"
"444","110","110","1","57","Roughing","3","00:20:00","2","1","0"
"445","89","89","6","67","Slashing","1","00:10:21","2","1","0"
"446","100","100","6","67","Body Checking","1","00:11:48","2","1","0"
"447","84","84","3","67","Holding Opp. Stick","1","00:15:23","2","1","0"
"448","69","69","6","67","Tripping","2","00:01:34","2","1","0"
"449","31","31","3","67","Tripping","2","00:07:25","2","1","0"
"450","66","66","6","67","Hooking","2","00:18:28","2","1","0"
"451","32","32","3","67","Tripping","3","00:00:23","2","1","0"
"452","131","131","6","67","Cross Checking","3","00:03:18","2","1","0"
"453","81","81","3","67","Tripping","3","00:13:50","2","1","0"
"454","71","71","6","67","Tripping","3","00:17:05","2","1","0"
